"Specimen","CentroidSize","PC1","PC2","PC1_variance","PC2_variance"
"EP2019-ScribOugaritPaleo_img_3358",2693.3505540882,-0.122090516770136,0.106321492544464,77.3146821407153,22.6853178592847
"EP2019-ScribOugaritPaleo_img_3366",2096.14622366642,-0.10893960449646,-0.110434284111773,77.3146821407153,22.6853178592847
"EP2019-ScribOugaritPaleo_img_3376",2428.9309701302,0.231030121266597,0.00411279156730853,77.3146821407153,22.6853178592847
