"Specimen","CentroidSize","PC1","PC2"
"EP2019-ScribOugaritPaleo_img_3358",1279.50284243902,-0.122690133921327,0.111806398062059
"EP2019-ScribOugaritPaleo_img_3366",1012.52564929299,-0.102186999887886,-0.118815364589051
"EP2019-ScribOugaritPaleo_img_3376",1187.25389429718,0.224877133809213,0.007008966526992
